2025-07-31 21:49:58.078707,VX001,Rabies,8.62,40.34
2025-07-31 21:50:00.195274,VX002,Moderna,6.38,38.29
2025-07-31 21:50:00.197320,VX003,Covaxin,2.87,35.11
2025-07-31 21:50:00.198333,VX004,Polio,2.4,31.99
2025-07-31 21:50:00.199342,VX005,Influenza,7.88,47.11
2025-07-31 21:50:00.200412,VX006,Rotavirus,3.05,44.02
2025-07-31 21:50:00.201423,VX007,Varicella,3.29,35.91
2025-07-31 21:50:00.202933,VX008,BCG,2.12,31.73
2025-07-31 21:50:00.205064,VX009,Hepatitis,5.72,40.25
2025-07-31 21:50:00.206503,VX010,DTP,7.18,36.64
2025-07-31 21:50:05.208920,VX001,Rabies,5.57,49.36
2025-07-31 21:50:05.215899,VX002,Moderna,4.06,36.46
2025-07-31 21:50:05.217244,VX003,Covaxin,2.97,32.61
2025-07-31 21:50:05.218294,VX004,Polio,3.73,26.31
2025-07-31 21:50:25.251308,VX005,Influenza,3.76,47.16
2025-07-31 21:50:25.253953,VX006,Rotavirus,7.16,47.8
2025-07-31 21:50:25.254952,VX007,Varicella,2.51,38.52
2025-07-31 21:50:25.255957,VX008,BCG,6.76,39.2
2025-07-31 21:50:25.258346,VX009,Hepatitis,6.9,39.33
2025-07-31 21:50:25.259676,VX010,DTP,4.5,61.32
2025-07-31 21:50:33.482959,VX001,Rabies,10.15,33.57
2025-07-31 21:50:35.095616,VX002,Moderna,7.08,41.39
2025-07-31 21:50:35.097699,VX003,Covaxin,0.71,30.34
2025-07-31 21:50:36.512394,VX004,Polio,3.52,65.48
2025-07-31 21:50:37.324049,VX005,Influenza,0.51,44.95
2025-07-31 21:50:38.839630,VX006,Rotavirus,4.76,49.4
2025-07-31 21:50:38.841702,VX007,Varicella,5.42,47.36
2025-07-31 21:50:38.841702,VX008,BCG,7.15,43.53
2025-07-31 21:50:38.844579,VX009,Hepatitis,2.89,49.84
2025-07-31 21:50:38.845734,VX010,DTP,6.42,30.1
2025-07-31 21:50:43.847138,VX001,Rabies,6.3,47.75
2025-07-31 21:50:43.849636,VX002,Moderna,4.32,44.6
2025-07-31 21:50:43.850652,VX003,Covaxin,2.96,40.29
2025-07-31 21:50:43.851663,VX004,Polio,2.09,45.57
2025-07-31 21:50:43.852744,VX005,Influenza,4.51,46.46
2025-07-31 21:50:43.853840,VX006,Rotavirus,7.65,34.44
2025-07-31 21:50:43.854351,VX007,Varicella,7.24,49.66
2025-07-31 21:50:43.856536,VX008,BCG,3.33,43.94
2025-07-31 21:50:43.857536,VX009,Hepatitis,4.79,39.5
2025-07-31 21:50:43.857536,VX010,DTP,5.69,37.38
2025-07-31 21:50:48.860713,VX001,Rabies,6.13,18.69
2025-07-31 21:51:08.905501,VX002,Moderna,3.37,42.1
2025-07-31 21:51:08.906637,VX003,Covaxin,7.36,32.15
2025-07-31 21:51:08.908720,VX004,Polio,2.19,38.72
2025-07-31 21:51:08.909741,VX005,Influenza,7.25,35.39
2025-07-31 21:51:08.912048,VX006,Rotavirus,3.78,34.2
2025-07-31 21:51:08.913559,VX007,Varicella,3.64,30.58
2025-07-31 21:51:08.915027,VX008,BCG,5.21,41.85
2025-07-31 21:51:08.916463,VX009,Hepatitis,3.89,42.9
2025-07-31 21:51:08.917472,VX010,DTP,7.7,27.73
2025-07-31 21:51:33.958839,VX001,Rabies,7.37,46.23
2025-07-31 21:51:33.960978,VX002,Moderna,7.36,44.63
2025-07-31 21:51:33.961996,VX003,Covaxin,0.25,38.32
2025-07-31 21:51:38.286183,VX004,Polio,5.18,30.99
2025-07-31 21:51:38.287408,VX005,Influenza,7.75,44.46
2025-07-31 21:51:38.287408,VX006,Rotavirus,6.74,46.02
2025-07-31 21:51:38.288581,VX007,Varicella,2.98,46.05
2025-07-31 21:51:38.288581,VX008,BCG,4.06,31.52
2025-07-31 21:51:38.290071,VX009,Hepatitis,6.43,46.64
2025-07-31 21:51:38.291212,VX010,DTP,5.44,31.53
2025-07-31 21:51:43.292710,VX001,Rabies,5.47,30.61
2025-07-31 21:51:43.294283,VX002,Moderna,10.29,35.81
2025-07-31 21:51:43.300377,VX003,Covaxin,5.89,37.56
2025-07-31 21:51:43.301377,VX004,Polio,5.86,63.58
2025-07-31 21:52:03.345326,VX005,Influenza,6.83,34.69
2025-07-31 21:52:03.346604,VX006,Rotavirus,4.05,49.3
2025-07-31 21:52:03.347814,VX007,Varicella,9.55,34.48
2025-07-31 21:52:23.403305,VX008,BCG,2.03,45.41
2025-07-31 21:52:23.404344,VX009,Hepatitis,3.06,42.17
2025-07-31 21:52:23.404861,VX010,DTP,4.37,46.61
2025-07-31 21:52:28.406212,VX001,Rabies,6.64,44.06
2025-07-31 21:52:28.408286,VX002,Moderna,6.46,51.04
2025-07-31 21:52:48.427729,VX003,Covaxin,7.93,42.98
2025-07-31 21:52:48.429751,VX004,Polio,2.81,37.34
2025-07-31 21:52:48.430839,VX005,Influenza,6.4,31.64
2025-07-31 21:52:48.431985,VX006,Rotavirus,9.02,30.81
2025-07-31 21:53:08.472870,VX007,Varicella,6.31,36.66
2025-07-31 21:53:08.474031,VX008,BCG,3.46,39.52
2025-07-31 21:53:08.475519,VX009,Hepatitis,3.83,32.86
2025-07-31 21:53:08.476598,VX010,DTP,2.83,38.63
2025-07-31 21:53:13.478227,VX001,Rabies,2.46,43.51
2025-07-31 21:53:13.480268,VX002,Moderna,2.87,30.94
2025-07-31 21:53:13.481662,VX003,Covaxin,4.48,28.48
2025-07-31 21:53:33.523271,VX004,Polio,7.38,38.8
2025-07-31 21:53:33.524288,VX005,Influenza,4.28,48.66
2025-07-31 21:53:33.525854,VX006,Rotavirus,3.62,35.55
2025-07-31 21:53:33.527895,VX007,Varicella,7.83,34.97
2025-07-31 21:53:33.528973,VX008,BCG,6.06,39.21
2025-07-31 21:53:33.529987,VX009,Hepatitis,0.15,48.58
2025-07-31 21:53:53.545706,VX010,DTP,7.62,43.04
2025-07-31 21:53:58.546449,VX001,Rabies,6.61,40.56
2025-07-31 21:53:58.547469,VX002,Moderna,2.8,46.34
2025-07-31 21:53:58.548465,VX003,Covaxin,4.03,41.54
2025-07-31 21:53:58.548465,VX004,Polio,6.78,65.02
2025-07-31 21:54:18.596393,VX005,Influenza,3.87,45.32
2025-07-31 21:54:18.597692,VX006,Rotavirus,5.78,34.99
2025-07-31 21:54:18.598702,VX007,Varicella,7.14,42.74
2025-07-31 21:54:18.600839,VX008,BCG,7.18,52.78
2025-07-31 21:54:38.643737,VX009,Hepatitis,6.09,41.56
2025-07-31 21:54:38.644778,VX010,DTP,7.75,55.19
2025-07-31 21:55:03.664768,VX001,Rabies,4.64,31.76
2025-07-31 21:55:03.667136,VX002,Moderna,4.05,42.65
2025-07-31 21:55:03.668157,VX003,Covaxin,2.64,39.42
2025-07-31 21:55:03.669176,VX004,Polio,0.96,41.81
2025-07-31 21:55:23.719221,VX005,Influenza,5.42,42.22
2025-07-31 21:55:23.720242,VX006,Rotavirus,4.12,48.74
2025-07-31 21:55:23.721261,VX007,Varicella,5.68,44.27
2025-07-31 21:55:23.722640,VX008,BCG,5.08,31.66
2025-07-31 21:55:23.723649,VX009,Hepatitis,4.72,44.62
2025-07-31 21:55:23.724660,VX010,DTP,4.61,48.55
2025-07-31 21:55:28.726683,VX001,Rabies,4.29,41.98
2025-07-31 21:55:28.728267,VX002,Moderna,6.41,45.74
2025-07-31 21:55:28.729357,VX003,Covaxin,2.17,32.86
2025-07-31 21:55:28.730374,VX004,Polio,6.91,47.78
2025-07-31 21:55:28.731387,VX005,Influenza,6.95,26.49
2025-07-31 21:55:36.491406,VX006,Rotavirus,7.23,35.56
2025-07-31 21:55:36.492415,VX007,Varicella,3.36,31.49
2025-07-31 21:55:36.494517,VX008,BCG,5.08,33.72
2025-07-31 21:55:36.495526,VX009,Hepatitis,1.33,21.8
2025-07-31 21:55:37.103615,VX010,DTP,4.35,14.93
2025-07-31 21:55:42.713515,VX001,Rabies,3.69,37.75
2025-07-31 21:55:42.715607,VX002,Moderna,2.26,39.44
2025-07-31 21:55:42.716619,VX003,Covaxin,7.74,31.75
2025-07-31 21:55:42.718708,VX004,Polio,7.08,55.28
2025-07-31 21:55:44.636387,VX005,Influenza,2.27,36.56
2025-07-31 21:55:44.641835,VX006,Rotavirus,3.23,32.8
2025-07-31 21:55:44.642855,VX007,Varicella,2.11,45.19
2025-07-31 21:55:44.643882,VX008,BCG,6.12,46.14
2025-07-31 21:55:44.644888,VX009,Hepatitis,3.74,31.99
2025-07-31 21:55:44.646401,VX010,DTP,2.22,31.86
2025-07-31 21:55:49.647554,VX001,Rabies,0.02,47.92
2025-07-31 21:55:51.059141,VX002,Moderna,5.61,15.38
2025-07-31 21:55:53.474865,VX003,Covaxin,0.36,46.47
2025-07-31 21:55:54.584608,VX004,Polio,7.62,35.77
2025-07-31 21:55:54.586144,VX005,Influenza,2.77,41.3
2025-07-31 21:55:54.586144,VX006,Rotavirus,3.82,35.36
2025-07-31 21:55:54.587608,VX007,Varicella,3.62,42.06
2025-07-31 21:55:54.588617,VX008,BCG,7.48,38.95
2025-07-31 21:55:54.589628,VX009,Hepatitis,0.93,34.08
2025-07-31 21:55:55.196378,VX010,DTP,8.93,35.37
2025-07-31 21:56:00.704095,VX001,Rabies,6.15,34.3
2025-07-31 21:56:00.705166,VX002,Moderna,2.55,33.62
2025-07-31 21:56:00.705166,VX003,Covaxin,7.93,49.04
2025-07-31 21:56:00.706166,VX004,Polio,7.97,49.33
2025-07-31 21:56:00.707327,VX005,Influenza,3.72,42.04
2025-07-31 21:56:00.708352,VX006,Rotavirus,6.04,48.73
2025-07-31 21:56:00.708352,VX007,Varicella,4.29,46.33
2025-07-31 21:56:00.709356,VX008,BCG,5.56,69.82
